clue	inflected stimulus	stimulus
Ya no tengo que ponerme, es hora de ?.	lavar la ropa	lavar la ropa
Debo usar la lavadora para ?	lavar la ropa	lavar la ropa
Mi apartamento tiene maquina para ?, pero siempre tengo la ropa sucia llena.	lavar la ropa	lavar la ropa
? es lo que se hace para vestir camisas y pantalones limpios.	lavar la ropa	lavar la ropa
no dejes de ? para que tus prendas no huelan mal	lavar la ropa	lavar la ropa
Si no ? en la lavadora, olera mal.	lavas la ropa	lavar la ropa
? limpiar las prendas de vestir	lavar la ropa	lavar la ropa
Para ? compramos un nuevo detergente, y decidimos probar un líquido, esperando que dejará más limpia la ropa.	lavar la ropa	lavar la ropa
Es ? que ya no como grasa.	por eso	por eso
El camino a pie es muy largo, ? uso la bicicleta.	por eso	por eso
Tengo un dolor de cabeza, ? tome una pastilla.	por eso	por eso
El coche se ha averiado, ? llego tarde al trabajo.	El coche se ha averiado, por eso llego tarde al trabajo.	por eso
el perro ensucia mucho, ? prefería no tener un perro	por eso	por eso
Yo se la verdad, ? voy a ser honesto.	por eso	por eso
Jorge no comió nada, y ? tiene hambre.	por eso	por eso
? expresión que indica la causa de algo	por eso	por eso
Algunos conductores van demasiado rápido en sus autos, ? hay muchos accidentes en carretera.	Por eso	por eso
? no se casó con ella, estaba enamorado de otra persona.	por eso	por eso
Ya se llenó de agua el piso, tendré que ?.	limpiar el baño	limpiar el baño
No creas que sacar los papeles sucios significa ?	limpiar el baño	limpiar el baño
? hace que los azulejos de la bañera luzcan brillantes.	limpiar el baño	limpiar el baño
el cloro es bueno para ?	limpiar el baño	limpiar el baño
no me gusta ? porque a la hora de bañarse mi hermano es muy sucio	limpiar el baño	limpiar el baño
Fregar y barrer el baño es ?.	limpiar el baño	limpiar el baño
La enfermedad no se propagará si haces esto siempre?	Cómo limpiar usted mismo aquí ?, para hacer lo mismo	limpiar el baño
Si limpio la bañera, el bidé y el water, estoy ?	limpiando el baño	limpiar el baño
Si la regadera está muy sucia, es hora de ?.	Limpiar el baño	limpiar el baño
Compré un nuevo detergente para ?, es muy efectivo sobre todo con el sanitario.	limpiar el baño	limpiar el baño
Quiero un vaso de agua, ? .	por favor	por favor
Es de buena educación pedir las cosas ?.	por favor	por favor
Podría darme su turno ?, es que tengo prisa en ver al médico.	por favor	por favor
Dame agua ?,es la forma adecuada de pedir las cosas.	por favor	por favor
el que requiere dinero prestado primero dice ?	por favor	por favor
Debes enseñarle a tus hijos estas tres frases magicas: permiso, gracias y ?	por favor	por favor
? limpie sus estaciones después de trabajar.	por favor	por favor
En muchas habitaciones de hotel se cuelga un cartel en la puerta que dice "" ? no molestar "".	por favor	por favor
? expresión usada cuando solicitas algo	por favor	por favor
? pásame la azúcar.	Por favor	por favor
? es la mejor manera de limpiar la alfombra.	Pasar la aspiradora	pasar la aspiradora
No vayas a ? porque acabo de barrer.	pasar la aspiradora	pasar la aspiradora
Cuando la alfombra tenga mucho polvo debes ?	pasar la aspiradora	pasar la aspiradora
Para quitar el polvo de la alfombra tienes que ?	pasar la aspiradora	pasar la aspiradora
se hace para limpiar las alfombras, no se usa una escoba, ni tampoco un trapeador, que es?	pasar la aspiradora	pasar la aspiradora
El suelo esta sucio con polvo.  Hace falta ?	pasar la aspiradora	pasar la aspiradora
?Suben los pies para poder pasar con lo que se limpia el pison	la aspiradora	pasar la aspiradora
cuando los empleados se van el encargado de la limpieza se pone a ?	pasar la aspiradora	pasar la aspiradora
No tengo tiempo de ? por la alfombra y ahora va estar sucia.	pasar la aspiradora	pasar la aspiradora
Tom necesita ? porque la alfombra tiene mucho polvo.	Pasar la aspiradora	pasar la aspiradora
? se dieron cuenta que todo era verdad.	por fin	por fin
? alcancé mi peso ideal.	Por fin	por fin
Este es mi último examen, ? llegan mis vacaciones.	por fin	por fin
Que expresion usas cuando finalmente llega algo que esperabas?	Por fin	por fin
? llegamos al final del año escolar!	por fin	por fin
si algo muy esperado llega a suceder, entonces usamos la expresión ?	por fin	por fin
? voy a poder visitar a mi abuelo!	POR FIN	por fin
? expresión para indicar que algo resultó finalmente	por fin	por fin
? hemos llegado, como nos ha costado!	Por fin	por fin
Vimos diez opciones distintas hasta que ? se decidió por una.	por fin	por fin
Para ? se necesita una plancha caliente y un lugar firme y liso.	planchar	planchar
Lave las camisas, ahora las tengo que ?	planchar	planchar
El no sabe ?, por eso su ropa siempre esta estrujada.	planchar	planchar
? las camisas hace que se vean sin arrugas.	planchar	planchar
el di todas mis camisas para ?	planchar	planchar
Yo ? mis camisas para quitarles las arrugas	plancho	planchar
Si estas usando una plancha, estás ? .	planchando	planchar
Tuvimos que esperar ? he aquí tres horas la cena.	por lo menos	por lo menos
Así ? tienes idea de a donde vamos a llegar.	por lo menos	por lo menos
?una forma de decir tan siquiera	por lo menos	por lo menos
no queremos mucho salario pero ? algo que nos permita cubrir las necesidades básicas	por lo menos	por lo menos
No hay electricidad, pero ? tenemos baterías suficiente.	por lo menos	por lo menos
? expresión que indica como mínimo	por lo menos	por lo menos
? llegamos a tiempo para coger el último tren hacía la ciudad.	por lo menos	por lo menos
Camila después de jugar tiene que ?	poner los juguetes en su lugar	poner los juguetes en su lugar
Después de jugar, los niños deben siempre ?	poner los juguetes en su lugar	poner los juguetes en su lugar
Ya te dije que tienes que ? si no no puedes salir a jugar.	poner los juguetes en su lugar	poner los juguetes en su lugar
La casa está llena de juguetes por donde quiera, será que los niños no han aprendido a ?	poner los juguetes en su lugar	poner los juguetes en su lugar
?cuando se rieagan los juguetes se deben	poner los juguetes en su lugar	poner los juguetes en su lugar
? es ordenar y guardar los juguetes	poner los juguetes en su lugar	poner los juguetes en su lugar
Mi hermanito nunca quiere ? despues de jugar.	poner los juguetes en su lugar	poner los juguetes en su lugar
En el jardín infantil se les enseña a los niños a ?.	poner los juguetes en su lugar	poner los juguetes en su lugar
Rodrigo no quiso ?, su pobre abuela terminó guardándolos en el baúl para que no lo regañaran.	Poner los juguetes en su lugar	poner los juguetes en su lugar
? que iremos al parque con los niños.	por supuesto	por supuesto
Si, ? que puedes venir a cenar hoy.	por supuesto	por supuesto
? que puedes contar conmigo.	por supuesto	por supuesto
? que si, puedo asistir mañana a la escuela.	por supuesto	por supuesto
la enamorada novia da ? que el novio la quiere	por supuesto	por supuesto
Si sales a la calle sin paraguas, ? que te mojarás si llueve.	por supuesto	por supuesto
? es una afirmación, significa aceptar algo.	Por supuesto	por supuesto
¿Quieres ir a la piscina? - ? que sí.	por supuesto	por supuesto
Era notorio su nivel, ? que resultó de  horas de entrenamiento.	por supuesto	por supuesto
Si vas a ? ten cuidado de no quebrar la vajilla.	poner y quitar la mesa	poner y quitar la mesa
Todos los días a la hora de comer, siempre hay que ?	poner y quitar la mesa	poner y quitar la mesa
El camarero es el encargado de ? en el restaurante.	poner y quitar la mesa	poner y quitar la mesa
cuando hay invitados hay que ? mucho antes y mucho después que lleguen y se vayan	poner y quitar la mesa	poner y quitar la mesa
Si se come en el comedor y se cocina en la cocina, es probable que se tenga que ? .	poner y quitar la mesa	poner y quitar la mesa
? Organizar la mesa antes y después de la comida.	poner y quitar la mesa	poner y quitar la mesa
Cuando vas a comer y cuando terminas hay que ? .	Poner y quitar la mesa	poner y quitar la mesa
Siempre mi madre se encargó de ? y nosotros de lavar los platos.	poner y quitar la mesa	poner y quitar la mesa
Me gusta este ? de oficina.	item	item
Los ? de respuestas estaban cada vez más complicados.	item	item
? es lo que aparece en las listas, por ejemplo, en los recibos de compra.	item	item
de que otra forma se le puede llamar a un artículo?	item	item
?la palabra articulo en ingles	item	item
cada inciso de la lista indica un ?	item	item
el ? que deje sobre la mesa ya no esta.	item	item
El ? que definió todo fue el número cinco.	item	item
No quiero ? porque me da más hambre.	preparar la comida	preparar la comida
Ella come mucho, pero todavía no ha aprendido a ? que se come.	preparar la comida	preparar la comida
Yo voy a ?, y tu la cocinas.	preparar la comida	preparar la comida
Antes de almorzar mi madre tiene que ?	preparar la comida	preparar la comida
? es el arte de cocinar	prepara la comida	preparar la comida
El trabajo de un cocinero es ?	preparar la comida	preparar la comida
Después de un dia largo, no tengo energía de ?, quisiera que alguien me sirviera mejor.	preparar la comida	preparar la comida
? oficio principal del cocinero	preparar la comida	preparar la comida
Para ? de hoy en la tarde voy a comprar carne y verduras.	preparar la comida	preparar la comida
Para ? utilizamos un libro de recetas; preparamos platos de varios países.	preparar la comida	preparar la comida
El autobús pasa por algunas ?.	áreas de la ciudad	áreas de la ciudad
Ahora como turista lo que quiero es conocer todas las ?	áreas de la ciudad	áreas de la ciudad
Me gustaría enseñarte ciertas ? en donde hay mucho turismo.	áreas de la ciudad	áreas de la ciudad
los parques urbanos son también ?	áreas de la ciudad	áreas de la ciudad
las ? que mas me gusta visitar son el area norte y la sur	areas de la ciudad	áreas de la ciudad
En las ? hay distintas cosas, como suburbios o barrios.	áreas de la ciudad	áreas de la ciudad
? partes de la ciudad	áreas de la ciudad.	áreas de la ciudad
El centro, el parque, los barrios residenciales, y el barrio de negocios son ? .	las áreas de la ciudad	áreas de la ciudad
Hay ciertas ? en las que ni siquiera la policía se atreve a entrar.	áreas de la ciudad	áreas de la ciudad
Vamos a limpiar la sala, a ti te toca ?.	sacudir los muebles	sacudir los muebles
Con todo el polvo que entró a la sale, deben ? antes de sentarse.	sacudir los muebles	sacudir los muebles
Estoy usando una almohada para ? en la sala.	sacudir los muebles	sacudir los muebles
? es el acto de quitar el polvo de los muebles.	sacudir los muebles	sacudir los muebles
Voy a ? en la sala por que hay muchas migas.	sacudir los muebles	sacudir los muebles
Hay mucho polvo en los muebles, debo ?	sacudir los muebles	sacudir los muebles
? limpiar los muebles para que no me de alergia	sacudir los muebles	sacudir los muebles
Hoy me va a tocar ? para quitar el polvo	sacudir los muebles	sacudir los muebles
La empleada siempre se olvidaba de ? por eso casi todo el tiempo tenían polvo cuando nos íbamos a sentar.	sacudir los muebles	sacudir los muebles
El Mayordomo se dedica a levantar el polvo y necesita ? de cada habitación.	sacudir los muebles	sacudir los muebles
A Nancy le molesta lavar el trapero después de ?.	trapear el piso	trapear el piso
Ya tengo el balde para ?.	trapear el piso	trapear el piso
Cada vez que ensucies la casa con los tenis enlodados debes ?	trapear el piso	trapear el piso
Si quieres que tu casa luzca reluciente, debes ?	trapear el piso	trapear el piso
?despues de barrer el piso	Trapear	trapear el piso
después de la fiestas, échale agua, detergente toma un trapo y ponte a ?	trapear el piso	trapear el piso
para ? se necesita un trapeador	trapear el piso	trapear el piso
Puedes encontrar haciendo cada media hora en los hospitales	?Me quedo con el piso limpio	trapear el piso
? Asear el piso con la trapeadora	trapear el piso	trapear el piso
El coche se descompuso en ? y no encontrábamos a alguien que nos ayudara.	las afueras	las afueras
Esta ciudad es muy ruidosa, vamos a ? para mayor tranquilidad.	las afueras	las afueras
Cuando quiero estar lejos de la rapidez de la ciudad me gusta pasar tiempo en ?	las afueras	las afueras
? de la casa son oscuras y silenciosas	las auferas	las afueras
en ? de la ciudad se dice que hay animales salvajes, por eso me quedo en la parte interna de la ciudad.	las afueras	las afueras
Cuando vives en ? tienes que coger un autobus para ir al centro.	las afueras	las afueras
Hay más farmacias en el centro de la ciudad que en ?	las afueras	las afueras
? en los alrededores del pueblo.	las afueras	las afueras
A ? del lugar donde se realizaba el evento, se había quedado mucho gente sin entrar.	las afueras	las afueras
Pasé toda la noche ? en fiestas.	fuera de la casa	fuera de la casa
Cierra con llaves todas las puertas que vamos a ir ?	fuera de la casa	fuera de la casa
Si el perro se porta mal lo echaré ?	fuera de la casa	fuera de la casa
? cuando no contestas el telefono es por que estas	fuera de casa	fuera de la casa
cuando vamos al trabajo estamos ?	fuera de la casa	fuera de la casa
Mi perro no esta en casa, ella debe estar ?	fuera de la casa	fuera de la casa
Hay muchos insectos ? por eso mantenemos las puertas y ventanas cerradas.	fuera de la casa	fuera de la casa
No pudimos salir temprano porque ? había una manifestación que no permitía el paso de carros.	fuera de la casa	fuera de la casa
En ? el equipo de fútbol obtuvo una brillante victoria.	el barrio	el barrio
La feria será en ? que está fuera de la ciudad.	el barrio	el barrio
Todos lo barrios tienen algo de peligro, pero ese es ? más peligroso de todos.	el barrio	el barrio
? tiene muchas casas que se miran igual.	El barrio	el barrio
? es donde mi amigo Jaime vive.	el barrio	el barrio
? convivir con la gente de tu?	Barrio	el barrio
? era pobre y plagado de delincuentes.	El barrio	el barrio
La gente le llama al lugar donde vive ?	el barrio	el barrio
? donde María vivía era muy pobre y quería mejorar su condición.	el barrio	el barrio
Hoy viene el señor que va ? de mi casa.	cortar el césped	cortar el césped
Tengo que ? del jardín de mi casa.	cortar el césped	cortar el césped
Como se ?, usando una maquina de cortar grama.	corta el cesped	cortar el césped
Una vez a la semana el jardinero viene a ?	cortar el césped	cortar el césped
Cuando la hierba está muy alta, debes ? .	cortar el césped	cortar el césped
Quiero ? pero se dañó la podadora.	Cortar el césped	cortar el césped
Mi novio lo conoci cuando lo vi ?.	cortar el césped	cortar el césped
El jardín se ve muy desarreglado, hace falta ? y algunas plantas.	cortar el césped	cortar el césped
Para  ? el césped, mi padre siempre requería la ayuda de uno de mis hermanos; teníamos un jardín muy grande.	cortar el césped	cortar el césped
? es muy bonito y grande.	el barrio comercial	el barrio comercial
